Zeze Di Camargo E Luciano,Teorias,PH64455,,,,
Zizi Possi,Asa Morena,PH64468,,,,
MercyMe,Flawless,PH03453,,,,
from the musical Pippin,Finale From The Musical 'Pippin',PH17809,,,,
Prince Royce,Darte Un Beso,PH45583,,,,
Enrique Iglesias & Marco Antonio Solis,El Perdedor,PH45618,,,,
Ray Charles,Hit The Road Jack,PH02465,,,,
Sister Hazel ft. Darius Rucker,Karaoke Song,PH02549,,,,
Regard,Ride It,PH03344,,,,
Garth Brooks,Right Now,PH13751,,,,
Various - Standard,Oh My Wonderful One,PH14228,,,,
Various - Standard,Roman Guitar,PH14229,,,,
Alison Krauss & Union Station,Let Me Touch You For A While,PH14503,,,,
Sarah Brightman,Winter Light,PH16384,,,,
Billie Holiday,Too Hot For Words,PH16935,,,,
Michael Buble,Spiderman,PH17032,,,,
Various - Gospel vs2,Standing On The Promises,PH17496,,,,
Shirley Horn,Hit The Road Jack,PH18543,,,,
Brooklyn Tabernacle Choir,He's God,PH18792,,,,
Anointed Pace Sisters,Safety Zone,PH18931,,,,
The Chicago Mass Choir,The Lord Is My Light,PH18942,,,,
Dan Seals,Big Wheels In The Moonlight,PH19782,,,,
Cece Peniston,We Got A Love Thang,PH20760,,,,
Cece Peniston,Keep On Walkin',PH21076,,,,
Suzy Bogguss,Aces,PH21145,,,,
Cece Peniston,I'm Not Over You,PH21453,,,,
Gilberto Santa Rosa,Vino Tinto,PH40107,,,,
Jose Jose,Cuidado,PH40163,,,,
Hector Lavoe,Vamos A Reir Un Poco,PH40197,,,,
Ada Chura,No Me Arrepiento De Este Amor,PH40221,,,,
Alberto Marino,Cuando Tallan Los Recuerdos,PH40280,,,,
Alicia Villarreal/Grupo Limite,Ladron,PH40436,,,,
Basilio,Tu Ni Te Imaginas,PH40653,,,,
Carlos Gardel,Caminito,PH40778,,,,
Carlos Gardel,El Dia Que Me Quieras,PH40781,,,,
Carlos Gardel,Volver,PH40785,,,,
Celia Cruz,Bemba Colora,PH40835,,,,
Conjunto Primavera,Actos De Un Tonto,PH40937,,,,
Conjunto Primavera,Ave Cautiva,PH40941,,,,
Conjunto Primavera,Necesito Decirte,PH40943,,,,
Conjunto Primavera,Perdoname Mi Amor,PH40945,,,,
Diego Torres,Cantar Hasta Morir,PH41098,,,,
Diego Torres,Dejame Estar,PH41099,,,,
Diego Torres & Vicentico,Usted,PH41100,,,,
Diego Torres,Color Esperanza,PH41101,,,,
Domingo Lugo,Arrancame La Vida,PH41120,,,,
Donald,Tiritando,PH41140,,,,
El Simbolo,Canta,PH41277,,,,
El Simbolo,Levantando Las Manos,PH41279,,,,
Emmanuel,Amor Sin Final,PH41306,,,,
Enanitos Verdes,El Extrano De Pelo Largo,PH41325,,,,
Enrique Guzman,Despeinada,PH41337,,,,
Eva Ayllon,Puente De Los Suspiros,PH41392,,,,
Fiesta Criolla,Embrujo,PH41426,,,,
Frankie Ruiz,Quiero Llenarte,PH41498,,,,
Frankie Ruiz,Tu Con El,PH41499,,,,
Fulanito,Guallando,PH41524,,,,
Gisselle,A Que Vuelve,PH41549,,,,
Gisselle,Lo Mio Es Mio,PH41553,,,,
Grupo Mania,A Que Te Pego Mi Mania,PH41626,,,,
Hector Lavoe,Dejala Que Siga,PH41684,,,,
Hector Lavoe,La Vida Es Bonita,PH41688,,,,
Ismael Miranda,La Cama Vacia,PH41757,,,,
Javier Solis,Sombras,PH41809,,,,
Jose Feliciano,Americano,PH41989,,,,
Jose Feliciano,No Me Mires Asi,PH42001,,,,
Jose Feliciano,Paso La Vida Pensando,PH42004,,,,
Juan Luis Guerra & Diego Torres,Abriendo Caminos,PH42141,,,,
Julio Jaramillo,Te Odio Y Te Quiero,PH42235,,,,
King Clave,Los Hombres No Deben Llorar,PH42282,,,,
La India,Me Canse De Ser La Otra,PH42313,,,,
La Mosca Tse-Tse,Muchachos Esta Noche Me Emborracho,PH42340,,,,
La Mosca Tse-Tse,Para No Verte Mas,PH42341,,,,
La Mosca Tse-Tse,Te Quiero Comer La Boca,PH42342,,,,
La Mosca Tse-Tse,Todos Tenemos Un Amor,PH42343,,,,
La Sonora Dinamita,El Negro Jose,PH42359,,,,
La Sonora Santanera,El Ladron,PH42379,,,,
Leo Marini,Cobardia,PH42433,,,,
Leo Marini,Tristeza Marina,PH42437,,,,
Leonardo Favio,La Dicha Que Me Fue Negada,PH42446,,,,
Leonardo Favio,La Muy Mimosa,PH42448,,,,
Leonardo Favio,La Rubia Del Cabaret,PH42449,,,,
Leonardo Favio,Oh Mi Carolina,PH42455,,,,
Lissette,El Ultimo Cafe,PH42463,,,,
Los Angeles Negros,A Tu Recuerdo,PH42488,,,,
Los Angeles Negros,Amor Por Ti,PH42489,,,,
Los Angeles Negros,Como Quisiera Decirte,PH42491,,,,
Los Angeles Negros,Dejenme Si Estoy Llorando,PH42494,,,,
Los Angeles Negros,Tanto Adios,PH42501,,,,
Los Galos,Como Deseo Ser Tu Amor,PH42566,,,,
Los Morochucos,Estrellita Del Sur,PH42635,,,,
Los Prisioneros,El Baile De Los Que Sobran,PH42672,,,,
Los Prisioneros,Estrechez De Corazon,PH42673,,,,
Los Prisioneros,La Voz De Los '80,PH42674,,,,
Los Prisioneros,Pa Pa Pa,PH42676,,,,
Los Prisioneros,Por Que No Se Van,PH42677,,,,
Los Prisioneros,Sexo,PH42678,,,,
Los Prisioneros,Tren Al Sur,PH42679,,,,
Los Kipus,Cuando Llora Mi Guitarra,PH42680,,,,
Lucha Reyes,Fina Estampa,PH42764,,,,
Luis Miguel,Como,PH42858,,,,
Luis Miguel,El Dia Que Me Quieras,PH42888,,,,
Luis Miguel,Volver,PH42902,,,,
Marcos Witt,Solo En Ti,PH43059,,,,
Marcos Witt,Yo Te Busco,PH43061,,,,
Marcos Witt & Funky,En Los Montes En Los Valles,PH43062,,,,
Mariana Seoane,Atrevete A Mirarme De Frente,PH43075,,,,
Mayte Montenegro,Cancion Para Una Esposa Triste,PH43103,,,,
Miami's Band,El Cuarto De Tula,PH43134,,,,
Miguel Mateos,Es Tan Facil Romper Un Corazon,PH43152,,,,
Miguel Mateos,Mi Sombra En La Pared,PH43153,,,,
Myriam Hernandez,Corazon Desorientado,PH43196,,,,
Myriam Hernandez,El Hombre Que Yo Amo,PH43198,,,,
Myriam Hernandez,Herida,PH43199,,,,
Myriam Hernandez,Mio,PH43201,,,,
Myriam Hernandez,Peligroso Amor,PH43202,,,,
Myriam Hernandez,Quiero Cantarle Al Amor,PH43203,,,,
Myriam Hernandez,Todo Lo Tuyo,PH43206,,,,
Myriam Hernandez,Eres,PH43208,,,,
Nelson Ned,A Pesar De Todo,PH43244,,,,
Nelson Ned,Quien Eres Tu,PH43248,,,,
Nelson Ned,Si Las Flores Pudieran Hablar,PH43249,,,,
Nelson Ned,Yo Tambien Soy Sentimental,PH43251,,,,
Nelson Ned,Dejenme Si Estoy Llorando,PH43252,,,,
Nicola Di Bari,Mi Viejo,PH43269,,,,
Palito Ortega,Bienvenido Amor,PH43425,,,,
Palito Ortega,Corazon Contento,PH43426,,,,
Palito Ortega,Lo Mismo Que A Usted,PH43428,,,,
Palito Ortega,Vestida De Novia,PH43432,,,,
Paloma San Basilio,Demasiado Herida,PH43435,,,,
Piero,Llegando Llegaste,PH43574,,,,
Piero,Pedro Nadie,PH43575,,,,
Piero,Si Vos Te Vas,PH43576,,,,
Piero,Tengo La Piel Cansada De La Tarde,PH43577,,,,
Piero,Y Todos Los Dias,PH43578,,,,
Piero,Juan Boliche,PH43580,,,,
Roberto Carlos,Quiero Que Todo Vaya Al Infierno,PH43909,,,,
Roberto Carlos,Abrazame Asi,PH43915,,,,
Rocio Durcal,Caminito,PH43963,,,,
Rocio Durcal,Sombras,PH43987,,,,
Sandro,Asi,PH44068,,,,
Sandro,Como Lo Hice Yo,PH44069,,,,
Sandro,El Maniqui,PH44070,,,,
Sui Generis,Cancion Para Mi Muerte,PH44192,,,,
Sui Generis,Rasguna Las Piedras,PH44193,,,,
Tango,Cambalache,PH44196,,,,
Tango,Corrientes Y Esmeralda,PH44197,,,,
Tango,Cuartito Azul,PH44198,,,,
Tango,El Choclo,PH44199,,,,
Tito Rodriguez,Lo Mismo Que A Usted,PH44292,,,,
Tommy Olivencia,No Tires La Primera Piedra,PH44325,,,,
Tradicional,Sur,PH44370,,,,
Valeria Lynch,Como Una Loba,PH44429,,,,
Valeria Lynch,Fuera De Mi Vida,PH44430,,,,
Valeria Lynch,Piensa En Mi,PH44431,,,,
Vicente Fernandez,El Polvorete,PH44443,,,,
Vicentico,Algo Contigo,PH44484,,,,
Victor Manuelle,Como Quisiera Decirte,PH44520,,,,
Yaco Monti,Siempre Te Recordare,PH44598,,,,
Yolandita Monge,Paginas Del Alma,PH44615,,,,
Rocio Durcal,Sonemos,PH44647,,,,
Julio Iglesias,Caminito,PH44732,,,,
Hector El Torito Acosta,Tu Veneno,PH44860,,,,
Adolescent's Orquesta,Anhelos,PH44915,,,,
Julio Iglesias,Milonga Sentimental,PH44959,,,,
Tatiana,Pajaritos A Volar,PH44964,,,,
Brenda K. Starr,Herida,PH45016,,,,
Ricky Martin,El Amor De Mi Vida,PH45042,,,,
Los Galos,Amor Por Ti,PH45110,,,,
Pedro Aznar & Charly Garcia,Tu Amor,PH45129,,,,
Buena Vista Social Club,El Cuarto De Tula,PH45344,,,,
Conjunto Primavera,Morir De Amor,PH45363,,,,
Julio Iglesias,Pajaro Chogui,PH45391,,,,
Yolanda Rayo,Se Dice De Mi,PH45447,,,,
G.I.T.,La Calle Es Su Lugar (Ana),PH45546,,,,
Wynonna,I Saw The Light (with lead vocals),PC10790,,,,
Reba McEntire,The Greatest Man I Never Knew (with lead vocals),PC10895,,,,
Beth Nielsen Chapman,All I Have (with lead vocals),PC11337,,,,
from the musical The Phantom of The Opera,Wishing You Were Somehow Here Again (with lead vocals),PC10140,,,,
Sammy Davis Jr.,Too Close For Comfort (with lead vocals),PC10170,,,,
Bing Crosby,Count Your Blessings (Instead of Sheep) (with lead vocals),PC10197,,,,
from the musical Aspects of Love,Love Changes Everything (with lead vocals),PC10489,,,,
from the musical Starlight Express,There's Me (with lead vocals),PC10492,,,,
from the musical Joseph And The Amazing Technicolor Dreamcoat,Close Every Door (with lead vocals),PC10493,,,,
Phil Collins,Another Day In Paradise (with lead vocals),PC10944,,,,
Louis Armstrong,What A Wonderful World (with lead vocals),PC11051,,,,
from the musical Song & Dance,Unexpected Song (with lead vocals),PC11115,,,,
from the musical Aspects of Love,There Is More To Love (with lead vocals),PC11116,,,,
from the musical Starlight Express,Uncoupled (with lead vocals),PC11120,,,,
The Tokens,The Lion Sleeps Tonight (with lead vocals),PC11160,,,,
The Beatles,While My Guitar Gently Weeps (with lead vocals),PC11177,,,,
The Beatles,Something (with lead vocals),PC11178,,,,
The Beatles,Here Comes The Sun (with lead vocals),PC11200,,,,
Marilyn Monroe,Heat Wave (with lead vocals),PC12886,,,,
Marilyn Manson,Disposable Teens,PH01963,,,,
Lady Gaga,Perfect Illusion,PH02531,,,,
Selena Gomez,Boyfriend,PH03461,,,,
Dua Lipa,Break My Heart,PH03462,,,,
The Weeknd,In Your Eyes,PH03464,,,,
Khalid & Disclosure,Know Your Worth,PH03465,,,,
twenty one pilots,Level of Concern,PH03466,,,,
Pink Sweat$,Ride With Me,PH03467,,,,
Saint Jhn,Roses (Imanbek Remix),PH03468,,,,
Surfaces,Sunday Best,PH03469,,,,
Sam Hunt,Hard To Forget,PH03471,,,,
Kenny Chesney,Here And Now,PH03472,,,,
Florida Georgia Line,I Love My Country,PH03473,,,,
Nickelback,Never Again,PH03474,,,,
John Prine,Angel From Montgomery,PH03475,,,,
Grouplove,Deleter,PH03476,,,,
Johnny Cash,One Piece At A Time,PH03477,,,,
Lady Gaga,Always Remember Us This Way,PH03478,,,,
REO Speedwagon,Time For Me To Fly,PH03479,,,,
MercyMe,Move,PH03480,,,,
Willie Nelson,My Heroes Have Always Been Cowboys,PH03481,,,,
Lauren Daigle,Still Rolling Stones,PH03482,,,,
Eric Church,Monsters,PH03483,,,,
for KING & COUNTRY,Fix My Eyes,PH03484,,,,
Diplo ft. Morgan Wallen,Heartless,PH03485,,,,
Morgan Wallen,More Than My Hometown,PH03486,,,,
Kenny Chesney,A Chance,PH03487,,,,
Thomas Rhett ft. Jon Pardi,Beer Can't Fix,PH03498,,,,
Keith Urban,Everybody,PH03499,,,,
Rascal Flatts,Feels Like Today,PH03500,,,,
Kelsea Ballerini and Halsey,The Other Girl,PH03501,,,,
Van Morrison,Crazy Love,PH03502,,,,
Ashley McBryde,One Night Standards,PH03503,,,,
Sneaker Pimps,6 Underground,PH03504,,,,
The Menzingers,Anna,PH03505,,,,
Lady Gaga & Bradley Cooper,Shallow,PH03506,,,,
The Hives,Hate To Say I Told You So,PH03507,,,,
Indigo Girls,Country Radio,PH03508,,,,
Kylie Minogue,I Should Be So Lucky,PH03509,,,,
Travis Denning,After A Few,PH03510,,,,
Madonna,Papa Don't Preach,PH10316,,,,
Phil Collins,In The Air Tonight,PH10326,,,,
Phil Collins,Sussudio,PH10327,,,,
Phil Collins,Take Me Home,PH10331,,,,
Philip Bailey and Phil Collins,Easy Lover,PH10332,,,,
Phil Collins,One More Night,PH10333,,,,
Robert Goulet,"Sunrise, Sunset",PH12167,,,,
Laurie Beechman,Unexpected Song,PH13328,,,,
SheDaisy,Little Goodbyes,PH13637,,,,
Bryan White,God Gave Me You,PH13753,,,,
Celine Dion,Declaration of Love,PH13815,,,,
Faith Hill,If My Heart Had Wings,PH13855,,,,
Sisqo,Incomplete,PH14041,,,,
Various - Standard,Lullaby of Birdland,PH14230,,,,
Michael Buble,To Be Loved,PH15166,,,,
from the musical She Loves Me,Vanilla Ice Cream,PH15843,,,,
Sarah Brightman,Dreamers,PH16269,,,,
Celine Dion,What A Wonderful World,PH16333,,,,
Sarah Brightman,Meadowlark,PH16379,,,,
Ella Fitzgerald,Heat Wave,PH16665,,,,
Josh Kelley,Georgia Clay,PH17180,,,,
from the musical Cinderella,Transformation - Finale Act One From The Musical 'Cinderella',PH17773,,,,
from the musical Cinderella,Waltz For A Ball,PH17780,,,,
Linda Eder,How In The World,PH18153,,,,
from the musical Songs For A New World,I'm Not Afraid of Anything,PH18550,,,,
from the musical Songs For A New World,Stars And The Moon,PH18551,,,,
from the musical The Last 5 Years,Still Hurting,PH18553,,,,
from the musical The Last 5 Years,Climbing Uphill,PH18555,,,,
from the musical The Last 5 Years,If I Didn't Believe In You,PH18556,,,,
from the musical Parade,You Don't Know This Man,PH18558,,,,
Linda Eder,Here Comes The Sun,PH18710,,,,
Rod Stewart,What A Wonderful World,PH18763,,,,
from the musical Light In The Piazza,Passeggiata,PH18824,,,,
from the musical Light In The Piazza,Light In The Piazza,PH18825,,,,
Frank Sinatra,Oh What It Seemed To Me,PH19014,,,,
Van Halen,Why Can't This Be Love,PH19572,,,,
Van Halen,Jump,PH19573,,,,
Van Halen,Black And Blue,PH19574,,,,
Van Halen,When It's Love,PH19575,,,,
Van Halen,Dreams (Higher And Higher),PH19576,,,,
White Lion,Tell Me,PH19808,,,,
Carman,Soap Song,PH20425,,,,
Carman,Lord of All,PH20426,,,,
Shenandoah,I Got You,PH20974,,,,
Phil Collins,Both Sides of the Story,PH21252,,,,
Van Halen,Can't Stop Lovin' You,PH21688,,,,
Phil Collins,Dance Into The Light,PH22116,,,,
Phil Collins,Love Police,PH22117,,,,
Phil Collins,Oughta Know By Now,PH22118,,,,
Phil Collins,The Same Moon,PH22119,,,,
Phil Collins,No Matter Who,PH22120,,,,
Mike Laure,La Colegiala,PH43157,,,,
Ramon Ayala,Del Otro Lado Del Porton,PH43658,,,,
Ramon Ayala,Entierrenme Cantando,PH43660,,,,
Ramon Ayala,Mi Piquito De Oro,PH43662,,,,
Ramon Ayala,Rinconcito En El Cielo,PH43664,,,,
Roberto Jordan,Hazme Una Senal,PH43938,,,,
Don Omar & Lucenzo,Danza Kuduro,PH45611,,,,
Nicky Jam,El Amante,PH45615,,,,
Gente De Zona ft. Marc Anthony,La Gozadera,PH45645,,,,
Raymix,Oye Mujer,PH45678,,,,
Carlos Vives & Sebastian Yatra,Robarte Un Beso,PH45693,,,,
Daddy Yankee,Shaky Shaky,PH45699,,,,
J. Balvin,Sigo Extranandote,PH45703,,,,
"Enrique Iglesias ft. Descemer Bueno, Zion & Lennox",Subeme La Radio,PH45711,,,,
Ricky Martin ft. Maluma,Vente Pa' Ca,PH45724,,,,
J. Balvin,Morado,PH45734,,,,
5 Seconds of Summer,Wildflower,PH03470,,,,
Chloe X Halle,Do It,PH03490,,,,
Five Finger Death Punch,A Little Bit Off,PH03511,,,,
The Beatles,I Don't Want To Spoil The Party,PH03512,,,,
The Searchers,Needles And Pins,PH03513,,,,
Teenage Wrist,Mary,PH03514,,,,
Brantley Gilbert,Hard Days,PH03515,,,,
Gary Lewis & The Playboys,She's Just My Style,PH03516,,,,
Tones and I,Ur So cOol,PH03526,,,,
Poppy,All The Things She Said,PH03528,,,,
Drew Holcomb and The Neighbors,Family,PH03529,,,,
The Go-Go's,Our Lips Are Sealed,PH03530,,,,
Lil Baby,Woah,PH03531,,,,
Noah Cyrus & Leon Bridges,July,PH03494,,,,
Andrew Gold,Lonely Boy,PH03532,,,,
The Beatles,She Said She Said,PH03533,,,,
Lil Tecca,Ransom,PH03534,,,,
LoCash,One Big Country Song,PH03535,,,,
Christian Nodal,Adios Amor,PH45587,,,,
Gerardo Ortiz,Eres Una Nina,PH45624,,,,
La Arrolladora Banda El Limon De Rene Camacho,Me Va A Pesar,PH45663,,,,
J. Balvin,Blanco,PH45736,,,,
J. Balvin,Rojo,PH45737,,,,
Bad Bunny & Sech,Ignorantes,PH45738,,,,
Ariana Grande & Justin Bieber,Stuck With U,PH03495,,,,
3 Doors Down,It's Not My Time,PH03536,,,,
Gabby Barrett,I Hope,PH03537,,,,
Elton John,I'm Still Standing,PH03538,,,,
The Beatles,Baby's In Black,PH03539,,,,
The Beatles,If I Needed Someone,PH03540,,,,
The Indigo Girls,Closer To Fine,PH03541,,,,
YNW Melly & Juice WRLD,Suicidal,PH03542,,,,
Don Toliver,After Party,PH03543,,,,
Doja Cat ft. Gucci Mane,Like That,PH03548,,,,
Megan Thee Stallion,Savage,PH03551,,,,
Kygo & OneRepublic,Lose Somebody,PH03519,,,,
Sia,Saved My Life,PH03524,,,,
J Balvin & Willy William ft. Beyonce,Mi Gente (Remix),PH02734,,,,
B.K. Habermehl ft. Lonr.,Right On Time,PH03523,,,,
Jonas Brothers,Only Human,PH03203,,,,
The Weeknd,Heartless,PH03352,,,,
Marshmello & Halsey,Be Kind,PH03488,,,,
Jack Harlow,WHATS POPPIN,PH03527,,,,
Miley Cyrus,Mother's Daughter,PH03201,,,,
Miley Cyrus,Slide Away,PH03278,,,,
BENEE ft. Gus Dapperton,Supalonely,PH03496,,,,
The Who,I Can't Explain,PH03552,,,,
Keith Urban,Better Life,PH03553,,,,
Elton John,Friends,PH03554,,,,
Peter Cetera,Even A Fool Can See,PH03555,,,,
Polo G ft. Lil Tjay,Pop Out,PH03556,,,,
Rascal Flatts,Love You Out Loud,PH03557,,,,
Summer Walker,Playing Games,PH03277,,,,
Arizona Zervas,Roxanne,PH03334,,,,
Charlie Puth,Girlfriend,PH03546,,,,
Jonas Blue & MAX,Naked,PH03549,,,,
Frank Sinatra,L.A. Is My Lady,PH13907,,,,
Bad Bunny,La Dificil,PH45739,,,,
Billie Eilish,My Future,PH03561,,,,
DaBaby ft. Roddy Ricch,Rockstar,PH03562,,,,
The Score,Best Part,PH03563,,,,
Glen Campbell,Dreams of the Everyday Housewife,PH03564,,,,
Roddy Ricch ft. Mustard,High Fashion,PH03565,,,,
The Beatles,Doctor Robert,PH03566,,,,
Juice WRLD & Marshmello,Come & Go,PH03567,,,,
Summer Walker,Let It Go,PH03568,,,,
Kygo & Tina Turner,What's Love Got To Do With It,PH03569,,,,
Kane Brown,Cool Again,PH03570,,,,
Lee Brice,One of Them Girls,PH03571,,,,
The Grass Roots,Heaven Knows,PH03572,,,,
Ariel Camacho Y Los Plebes Del Rancho,Te Metiste,PH45714,,,,
The Beatles,For No One,PH03573,,,,
Jason Aldean,Got What I Got,PH03574,,,,
Elton John,Levon,PH03575,,,,
The Byrds,My Back Pages,PH03576,,,,
Maroon 5,Nobody's Love,PH03578,,,,
Bob Marley ft. Robin Schulz,Sun Is Shining,PH03580,,,,
George Strait,You Look So Good In Love,PH03581,,,,
Elton John,Club At The End of the Street,PH03582,,,,
Melissa Etheridge,You Can Sleep While I Drive,PH03583,,,,
Dwight Twilley Band,I'm On Fire,PH03584,,,,
Celine Dion,If That's What It Takes,PH11904,,,,
Roy Orbison,Blue Angel (with lead vocals),PC10068,,,,
Ricky Van Shelton,Just As I Am (with lead vocals),PC10822,,,,
George Strait,Go On,PH14156,,,,
Alan Jackson,Meat And Potato Man,PH15030,,,,
Freddie Jackson,You Are My Lady,PH03585,,,,
Del Amitri,Not Where It's At,PH03586,,,,
Owl City,My Everything,PH03587,,,,
Dan & Shay,I Should Probably Go To Bed,PH03588,,,,
Sean Paul & J Balvin,Contra La Pared,PH45606,,,,
The Black Eyed Peas X J Balvin,Ritmo (Bad Boys For Life),PH45692,,,,
Boyzone,Father And Son,PH15809,,,,
Powfu ft. Beabadoobee,death bed (coffee for your head),PH03463,,,,
Parker McCollum,Pretty Heart,PH03589,,,,
Morgan Wallen,7 Summers,PH03590,,,,
Queensryche,Walk In The Shadows,PH03591,,,,
R.E.M.,Bittersweet Me,PH03592,,,,
Sara Evans,I Give In,PH03593,,,,
George Strait,You Know Me Better Than That,PH03594,,,,
Tim McGraw,I Called Mama,PH03595,,,,
Kelsea Ballerini,Hole In The Bottle,PH03596,,,,
Queensryche,Sign of the Times,PH03597,,,,
George Strait,Today My World Slipped Away,PH03598,,,,
Avril Lavigne,Stop Standing There,PH03599,,,,
Banda Los Sebastianes,A Traves Del Vaso,PH45585,,,,
La Adictiva Banda San Jose De Mesillas,Despues De Ti Quien?,PH45613,,,,
6ix9ine ft. Anuel AA,Mala,PH45655,,,,
Ulices Chaidez Y Sus Pueblos,Que Bonito Es Querer,PH45750,,,,
Zedd & Kehlani,Good Thing,PH03412,,,,
Kehlani ft. Tory Lanez,Can I,PH03489,,,,
AJR,Bang!,PH03600,,,,
Juice WRLD,Wishing Well,PH03611,,,,
Keith Urban,God Whispered Your Name,PH03612,,,,
Faith Hill,You're Still Here,PH03613,,,,
Status Quo,Pictures of Matchstick Men,PH03614,,,,
Celine Dion,The First Time Ever I Saw Your Face,PH14008,,,,
Jesse Belvin,Goodnight My Love (Pleasant Dreams),PH19460,,,,
Bonnie Mckee,American Girl,PH22644,,,,
Lele Pons,Celoso,PH45577,,,,
Academia Da Fama,Como Vai Voce,PH60022,,,,
Academia Da Fama,Wave,PH60029,,,,
Adoniran Barbosa,Trem Das Onze,PH60036,,,,
Agnaldo Timoteo,Eu Vou Sair Pra Buscar Voce,PH60061,,,,
Altemar Dutra,Castigo,PH60164,,,,
Armandinho,Desenho De Deus,PH60326,,,,
Bebeto,A Beleza E Voce Menina,PH60453,,,,
Benito Di Paula,Beleza Que E Voce Mulher,PH60472,,,,
Benito Di Paula,Charlie Brown,PH60473,,,,
Demonios Da Garoa,Saudosa Maloca,PH61138,,,,
Demonios Da Garoa,Trem Das Onze,PH61139,,,,
Eduardo Costa,Amor De Violeiro,PH61277,,,,
Eduardo Costa,Saudade,PH61301,,,,
Eduardo Dusek,Nostradamus,PH61312,,,,
Erasmo Carlos,Mulher,PH61380,,,,
Gal Costa,Wave,PH61640,,,,
Gino E Geno,Bola Da Vez,PH61708,,,,
Ivete Sangalo E Alejandro Sanz,No Me Compares,PH62020,,,,
Johnny Alf,Eu E A Brisa,PH62177,,,,
Kleiton E Kledir,Vira Virou,PH62373,,,,
Leila Pinheiro,Caminhos Cruzados,PH62457,,,,
Lupicinio Rodrigues,Cadeira Vazia,PH62659,,,,
Lupicinio Rodrigues,Quem Ha De Dizer,PH62661,,,,
Martinho Da Vila,Pra Que Dinheiro,PH62870,,,,
Nelson Goncalves,Fica Comigo Esta Noite,PH63087,,,,
Nelson Ned,Se As Flores Pudessem Falar,PH63095,,,,
Ney Matogrosso,Homem Com H,PH63111,,,,
Nilton Cesar,Lilian,PH63119,,,,
Nx Zero,Daqui Pra Frente,PH63124,,,,
Paula Fernandes,A Paz Desse Amor,PH63229,,,,
Paula Fernandes,Piracao,PH63246,,,,
Paulinho Da Viola,Foi Um Rio Que Passou Em Minha Vida,PH63265,,,,
Roberto Carlos,A Volta,PH63564,,,,
Roupa Nova,Dona,PH63729,,,,
Taiguara,Hoje,PH63931,,,,
Tim Maia,Gostava Tanto De Voce,PH64032,,,,
Tim Maia,Telefone,PH64043,,,,
Tom Jobim,Wave,PH64080,,,,
Veronica Sabino,Demais,PH64164,,,,
Victor E Leo,Nova York,PH64188,,,,
Vinicius De Morais,Samba Do Aviao,PH64218,,,,
Waldick Soriano,Eu Nao Sou Cachorro Nao,PH64221,,,,
Zeca Pagodinho,Deixa A Vida Me Levar,PH64364,,,,
Zizi Possi,Nunca,PH64471,,,,
Various - Gospel,I've Been With Jesus,PH15498,,,,
Jimmy Swaggart,Surely The Presence of the Lord Is In This Place,PH15626,,,,
Jimmy Swaggart,There Is A River,PH15680,,,,
Teddy Pendergrass,Love T.K.O.,PH03094,,,,
War,The Cisco Kid,PH03096,,,,
Don Williams,You're My Best Friend,PH03098,,,,
Dua Lipa,Swan Song,PH03134,,,,
OneRepublic,Rescue Me,PH03176,,,,
Jhene Aiko,Triggered (Freestyle),PH03178,,,,
Don Williams,Come Early Morning,PH03182,,,,
Van Morrison (Them),Gloria,PH03184,,,,
Cream,White Room,PH03188,,,,
James Brown,The Payback,PH03190,,,,
"French Montana ft. Post Malone, Cardi B & Rvssian",Writing On The Wall,PH03300,,,,
Agnes,Love Love Love,PH54006,,,,
Amy Diamond,Shooting Star,PH54020,,,,
Amy Diamond,Welcome To The City,PH54022,,,,
Arash,Boro Boro,PH54048,,,,
Barnvisor,A-Ram-Sam-Sam,PH54060,,,,
Barnvisor,En Elefant Balanserade,PH54066,,,,
Barnvisor,Han Håller Hela Varlden,PH54068,,,,
Barnvisor,Huvud Axlar Kna Och Ta,PH54070,,,,
Barnvisor,Sm Grodorna,PH54076,,,,
Blackjack,Corrina Corrina,PH54090,,,,
Lill Lindfors,Du Ar Den Ende,PH54294,,,,
Linda Bengtzing,Alla Flickor,PH54296,,,,
Linda Bengtzing,Hur Svårt Kan Det Va,PH54298,,,,
Loreen,My Heart Is Refusing Me,PH54314,,,,
Peaches,Rosa Helikopter,PH54414,,,,
Robyn,Be Mine,PH54446,,,,
Shayne Ward,No Promises,PH54484,,,,
Sibel,That Is Where I'll Go,PH54488,,,,
State of Drama,Falling,PH54500,,,,
Sten and Stanley,Jag Vill Vara Din Margareta,PH54502,,,,
Swedish Traditional,Bjallerklang (Jingle Bells),PH54556,,,,
Swedish Traditional,Lusse Lelle,PH54562,,,,
Swedish Traditional,Nar Juldagsmorgon Glimmar,PH54564,,,,
Swedish Traditional,O Helga Natt,PH54566,,,,
Trance Dance,You're Gonna Get It,PH54572,,,,
Vikingarna,Leende Guldbruna Ogon,PH54584,,,,
98 Degrees,This Gift,PH56142,,,,
A1,Caught In The Middle,PH56144,,,,
Aerosmith,Big Ten Inch Record,PH56152,,,,
The Fratellis,Chelsea Dagger,PH56174,,,,
All American Rejects,Swing Swing,PH56180,,,,
Allman Brothers Band,Ramblin' Man,PH56184,,,,
Amanda Perez,Never,PH56186,,,,
Anna Nalick,In The Rough,PH56194,,,,
Aretha Franklin,Baby I Love You,PH56198,,,,
Aslyn,Be The Girl,PH56208,,,,
